ModelName,PlistName,Ipname
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF2_atomcore_ks_cam_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF2_atomcore_ks_ssa_l2_c6s_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF2_atomcore_lsa_arr_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF2_atomcore_lsa_bpi_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF2_atomcore_lsa_ebxq_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF2_atomcore_lsa_fpc_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF2_atomcore_lsa_ic_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF2_atomcore_lsa_iec_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF2_atomcore_lsa_l2_lru_db_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF2_atomcore_lsa_mec_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF2_atomcore_lsa_ms_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF3_atomcore_ks_cam_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF3_atomcore_ks_ssa_l2_c6s_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF3_atomcore_lsa_arr_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF3_atomcore_lsa_bpi_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF3_atomcore_lsa_ebxq_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF3_atomcore_lsa_fpc_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF3_atomcore_lsa_ic_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF3_atomcore_lsa_iec_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF3_atomcore_lsa_l2_lru_db_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF3_atomcore_lsa_mec_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF3_atomcore_lsa_ms_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF4_atomcore_ks_cam_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF4_atomcore_ks_ssa_l2_c6s_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF4_atomcore_lsa_arr_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF4_atomcore_lsa_bpi_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF4_atomcore_lsa_ebxq_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF4_atomcore_lsa_fpc_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF4_atomcore_lsa_ic_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF4_atomcore_lsa_iec_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF4_atomcore_lsa_l2_lru_db_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF4_atomcore_lsa_mec_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF4_atomcore_lsa_ms_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF5_atomcore_ks_cam_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF5_atomcore_ks_ssa_l2_c6s_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF5_atomcore_lsa_arr_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF5_atomcore_lsa_bpi_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF5_atomcore_lsa_ebxq_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF5_atomcore_lsa_fpc_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF5_atomcore_lsa_ic_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF5_atomcore_lsa_iec_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF5_atomcore_lsa_l2_lru_db_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF5_atomcore_lsa_mec_list,
CHNPRR1,array_epbist_sino_atomclk_SRHATOMF5_atomcore_lsa_ms_list,
CHNPRR1,array_mbist_tito_sb_clk_saq_SRHSAF1_soc_dklvccdig_con_list,
CHNPRR1,array_mbist_tito_sb_clk_saq_SRHSAF1_soc_fuse_con_list,
CHNPRR1,array_mbist_tito_sb_clk_saq_SRHSAF1_soc_iop_con_list,
CHNPRR1,array_mbist_tito_sb_clk_saq_SRHSAF1_soc_lsavccdig_con_list,
CHNPRR1,array_mbist_tito_sb_clk_saq_SRHSAF1_soc_saq_con_list,
CHNPRR1,array_mbist_tito_sb_clk_saq_SRHSAF1_soc_saverestore_con_list,
CHNPRR1,array_mbist_tito_sb_clk_saq_SRHSAF1_soc_x16_con_list,
CHNPRR1,array_mbist_tito_sb_clk_saq_SRHSAF2_soc_iop_con_list,
CHNPRR1,array_mbist_tito_sb_clk_saq_SRHSAF2_soc_saq_con_list,
CHNPRR1,array_mbist_tito_sb_clk_saq_SRHSAF3_soc_iop_con_list,
CHNPRR1,array_mbist_tito_sb_clk_saq_SRHSAF3_soc_saq_con_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF0_core_lsa_meu_ks_mlc_reduce_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF0_core_rom_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF1_core_lsa_meu_ks_mlc_reduce_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF1_core_lsa_rf_meu_reduce_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF1_core_lsa_rf_oooexefe_reduce_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF1_core_rom_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF2_core_lsa_meu_ks_mlc_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF2_core_lsa_rf_meu_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF2_core_lsa_rf_oooexefe_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF2_core_rom_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF3_core_lsa_meu_ks_mlc_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF3_core_lsa_rf_meu_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF3_core_lsa_rf_oooexefe_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF3_core_rom_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF4_core_lsa_meu_ks_mlc_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF4_core_lsa_rf_meu_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF4_core_lsa_rf_oooexefe_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF4_core_rom_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF5_core_lsa_meu_ks_mlc_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF5_core_lsa_rf_meu_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF5_core_lsa_rf_oooexefe_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF5_core_rom_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF6_core_lsa_meu_ks_mlc_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF6_core_lsa_rf_meu_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF6_core_lsa_rf_oooexefe_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF6_core_rom_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF7_core_lsa_meu_ks_mlc_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF7_core_lsa_rf_meu_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF7_core_lsa_rf_oooexefe_list,
CHNPRR1,array_pbist_sino_mclk_SRHIAF7_core_rom_list,
CHNPRR1,array_pbist_sino_sbclk_SRHSAF1_ccf_snr_ks_list,
CHNPRR1,array_pbist_sino_uclk_SRHRINGF0_ccf_cbo_lsa_llc_cvlrusta_reduce_list,
CHNPRR1,array_pbist_sino_uclk_SRHRINGF0_ccf_cbo_lsa_rf_reduce_list,
CHNPRR1,array_pbist_sino_uclk_SRHRINGF0_ccf_ccfrf_reduce_list,
CHNPRR1,array_pbist_sino_uclk_SRHRINGF2_ccf_cbo_lsa_llc_cvlrusta_list,
CHNPRR1,array_pbist_sino_uclk_SRHRINGF2_ccf_cbo_lsa_rf_list,
CHNPRR1,array_pbist_sino_uclk_SRHRINGF2_ccf_ccfrf_list,
CHNPRR1,array_pbist_sino_uclk_SRHRINGF3_ccf_cbo_lsa_llc_cvlrusta_list,
CHNPRR1,array_pbist_sino_uclk_SRHRINGF3_ccf_cbo_lsa_rf_list,
CHNPRR1,array_pbist_sino_uclk_SRHRINGF3_ccf_ccfrf_list,
CHNPRR1,array_pbist_sino_uclk_SRHRINGF4_ccf_cbo_lsa_rf_list,
CHNPRR1,array_pbist_sino_uclk_SRHRINGF5_ccf_cbo_lsa_llc_cvlrusta_list,
CHNPRR1,array_pbist_sino_uclk_SRHRINGF5_ccf_cbo_lsa_rf_list,
CHNPRR1,array_pbist_sino_uclk_SRHRINGF5_ccf_ccfrf_list,
CHNPRR1,array_pbist_taptap_vccgt_ks_gt_lfm_Flat_lsa_srhgtsmf2_media_fullring_list,
CHNPRR1,array_pbist_taptap_vccgt_ks_gt_lfm_Flat_lsa_srhgtsmf3_media_fullring_list,
CHNPRR1,array_pbist_taptap_vccgt_ks_gt_lfm_Flat_lsa_srhgtsmf4_media_fullring_list,
CHNPRR1,array_pbist_taptap_vccgt_ks_gt_lfm_Flat_lsa_srhgtsmf5_media_fullring_list,
CHNPRR1,array_pbist_taptap_vccgt_ks_gt_lfm_Flat_lsa_srhgtusf4_render_fullring_list,
CHNPRR1,array_pbist_taptap_vccgt_ks_gt_lfm_Flat_lsa_srhgtusf5_render_fullring_list,
CHNPRR1,array_pbist_taptap_vccgt_ks_gt_lfm_Flat_ssa_srhgtusf1_fullring_list,
CHNPRR1,array_pbist_taptap_vccgt_ks_gt_lfm_Flat_ssa_srhgtusf4_fullring_list,
CHNPRR1,array_pbist_taptap_vccgt_ks_gt_lfm_Flat_ssa_srhgtusf5_fullring_list,
CHNPRR1,array_pbist_taptap_vccsa_ks_de_lfm_flat_lsa_srhsaf1_fullring_list,
CHNPRR1,array_pbist_taptap_vccsa_ks_de_lfm_flat_lsa_srhsaf3_fullring_list,
CHNPRR1,array_pbist_taptap_vccsa_ks_de_lfm_flat_ssa_srhsaf1_fullring_list,
CHNPRR1,array_pbist_taptap_vccsa_ks_de_lfm_flat_ssa_srhsaf3_fullring_list,
CHNPRR1,scn_ccf_x_vccia_x_SRHRINGF1_sNs_edt_gbo_ca2tf_list,
CHNPRR1,scn_ccf_x_vccia_x_SRHRINGF2_sNs_edt_gbo_ca2tf_list,
CHNPRR1,scn_ccf_x_vccia_x_SRHRINGF3_sNs_edt_gbo_ca2tf_list,
CHNPRR1,scn_ccf_x_vccia_x_SRHRINGF5_sNs_edt_gbo_ca2tf_list,
CHNPRR1,scn_de_SRHSAF1_ca1tf_list,
CHNPRR1,scn_gt_cgp_SRHRINGF4_ca2tf_list,
CHNPRR1,scn_gt_cgp_SRHRINGF5_ca2tf_list,
CHNPRR1,scn_gt_cgp_SRHRINGF7_ca2tf_list,
CHNPRR1,scn_gt_cgp_SRHSAF1_ca1tf_list,
CHNPRR1,scn_gt_cgp_SRHSAF1_ca2tf_list,
CHNPRR1,scn_gt_media_SRHGTSMF1_ca2tf_list,
CHNPRR1,scn_gt_media_SRHGTSMF2_ca2tf_list,
CHNPRR1,scn_gt_media_SRHGTSMF3_ca2tf_list,
CHNPRR1,scn_gt_media_SRHGTSMF4_ca2tf_list,
CHNPRR1,scn_gt_media_SRHGTSMF5_ca2tf_list,
CHNPRR1,scn_soc_rgn_vccin_SRHSAF2_vmin_x_edt_cmimisc_atspeed_stf200_list,
CHNPRR1,scn_soc_rgn_vccin_SRHSAF3_vmin_x_edt_cmimisc_atspeed_stf200_list,
